loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	246	10.22	.00	.00	.00	.00	.00	.00	.00	.00	.00
	247	9.79	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	9.34	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	8.89	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	8.44	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	7.98	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	7.52	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	7.07	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	6.63	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	6.21	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	5.79	.00	.00	.00	.00	.00	.00	.00	.00	.00
	257	5.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	5.02	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	4.64	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	4.42	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	4.22	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	4.03	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	3.84	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	3.67	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	3.52	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	3.37	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	3.24	.00	.00	.00	.00	.00	.00	.00	.00	.00
	268	3.13	.00	.00	.00	.00	.00	.00	.00	.00	.00
	269	3.03	.00	.00	.00	.00	.00	.00	.00	.00	.00
	270	2.94	.00	.00	.00	.00	.00	.00	.00	.00	.00
	271	2.87	.00	.00	.00	.00	.00	.00	.00	.00	.00
	272	2.82	.00	.00	.00	.00	.00	.00	.00	.00	.00
	273	2.78	.00	.00	.00	.00	.00	.00	.00	.00	.00
	274	2.76	.00	.00	.00	.00	.00	.00	.00	.00	.00
	275	2.75	.00	.00	.00	.00	.00	.00	.00	.00	.00
	276	2.76	.00	.00	.00	.00	.00	.00	.00	.00	.00
	277	2.78	.00	.00	.00	.00	.00	.00	.00	.00	.00
	278	2.82	.00	.00	.00	.00	.00	.00	.00	.00	.00
	279	2.87	.00	.00	.00	.00	.00	.00	.00	.00	.00
	280	2.93	.00	.00	.00	.00	.00	.00	.00	.00	.00
	281	2.83	.00	.00	.00	.00	.00	.00	.00	.00	.00
	282	2.31	.00	.00	.00	.00	.00	.00	.00	.00	.00
	283	1.82	.00	.00	.00	.00	.00	.00	.00	.00	.00
	284	1.36	.00	.00	.00	.00	.00	.00	.00	.00	.00
	285	.97	.00	.00	.00	.00	.00	.00	.00	.00	.00
	286	.64	.00	.00	.00	.00	.00	.00	.00	.00	.00
	287	.38	.00	.00	.00	.00	.00	.00	.00	.00	.00
	288	.21	.00	.00	.00	.00	.00	.00	.00	.00	.00
