loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	232	9.92	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	12.79	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	13.04	.00	.00	.00	.00	.00	.00	.00	.00	.00
	235	13.23	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	13.37	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	13.46	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	13.49	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	13.47	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	13.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	13.28	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	9.08	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	9.22	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	9.26	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	9.17	.00	.00	.00	.00	.00	.00	.00	.00	.00
	246	8.99	.00	.00	.00	.00	.00	.00	.00	.00	.00
	247	8.72	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	8.41	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	6.22	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	6.51	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	6.69	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	6.76	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	6.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	6.24	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	5.84	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	5.36	.00	.00	.00	.00	.00	.00	.00	.00	.00
	257	4.83	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	4.25	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	3.67	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	3.12	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	2.64	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	2.25	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	1.96	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	1.78	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	1.69	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	.91	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	1.30	.00	.00	.00	.00	.00	.00	.00	.00	.00
